Termo;Classe_0;Classe_1;Classe_2
24hnews;0.7776032121002617;0.8339616754719442;1.285789907727605
25;0.7779830719297388;0.833930205371108;1.2847407370643202
259;0.7782699336643507;0.8338395091124531;1.2841220479821014
26;0.7780919174425938;0.8343029349362133;1.2834628731348963
262038;0.7780665473530674;0.8344526915819444;1.2831551324234303
275831;0.7780411924224713;0.8344072505561261;1.2833463918674481
28;0.77793992401782;0.8348107054146395;1.2826159316450492
28911;0.7779146446783405;0.8349602828586398;1.2823093614973742
29;0.777880652236581;0.8353755840681382;1.2813529010692557
293;0.7778554525166416;0.8353299612488292;1.2815433228540833
2996a2f70544aa6e54cc4d59f6c0ff69v7drljhv;0.777830267789984;0.8354792038429425;1.2812384217226995
2cgmmff;0.777830267789984;0.8354792038429425;1.2812384217226995
2mxvyit;0.777830267789984;0.8354792038429425;1.2812384217226995
2o;0.7779474974738663;0.835387957062369;1.2811240861170659
2oturno;0.7779474974738663;0.835387957062369;1.2811240861170659
2turno;0.7780394199171483;0.8354458698001892;1.2807058212905142
2º;0.7833328981985365;0.8348232809221957;1.2669569371131113
2⁰;0.7834207003548439;0.8350725906242014;1.2660902422434468
30;0.7834439761993707;0.8350331212434113;1.2661220349344817
30bi;0.7834174504941817;0.8349885215376041;1.266307615337724
31;0.7832850555501835;0.8353379066652267;1.2658179841970116
32;0.7832586231817482;0.8354840307248131;1.265531677323125
33;0.7831794190709749;0.8355407034011599;1.265615897597474
330;0.7831530486534364;0.8356866994595256;1.2653300410317967
345;0.7834329255094475;0.8355972965969043;1.2647592066527946
353;0.7834064922364414;0.8357431861587649;1.2644742279162695
36;0.7834670379043991;0.8361358977218332;1.2633372252655777
367;0.783440627434672;0.8362816596927931;1.263053700388524
369;0.783580321504886;0.8362368158885343;1.2627704649138591
39;0.7837199960633923;0.8361920002223412;1.2624875183873627
3c87oks;0.7837199960633923;0.8361920002223412;1.2624875183873627
3cv9zqv;0.7837199960633923;0.8361920002223412;1.2624875183873627
3cxgd9o;0.7837199960633923;0.8361920002223412;1.2624875183873627
3efjclj;0.7837199960633923;0.8361920002223412;1.2624875183873627
3fgaxab;0.7837199960633923;0.8361920002223412;1.2624875183873627
3fhpzgj;0.7837199960633923;0.8361920002223412;1.2624875183873627
3m2ursw;0.7837199960633923;0.8361920002223412;1.2624875183873627
3m3p2ee;0.7837199960633923;0.8361920002223412;1.2624875183873627
3rrylga;0.7837199960633923;0.8361920002223412;1.2624875183873627
3rthhlz;0.7837199960633923;0.8361920002223412;1.2624875183873627
3ryjqln;0.7837199960633923;0.8361920002223412;1.2624875183873627
3squ3rdop4t4s;0.7836935230199942;0.8363376560379072;1.2622048603557874
3sqyykr;0.7836935230199942;0.8363376560379072;1.2622048603557874
3sz4js8;0.7836935230199942;0.8363376560379072;1.2622048603557874
3v0qunt;0.7836935230199942;0.8363376560379072;1.2622048603557874
3v2iib6;0.7836935230199942;0.8363376560379072;1.2622048603557874
3yhjsl0;0.7836935230199942;0.8363376560379072;1.2622048603557874
3ª;0.7836406233637186;0.8366289040376361;1.261640407969256
3º;0.7835877855243139;0.8367295390780934;1.2615426561474137
40;0.7836215997318348;0.8368856188127318;1.2610663652199168
41;0.7837080770209339;0.837131302898914;1.2602246584975023
423;0.7838472655520238;0.8370863174846839;1.2599446585099225
429;0.7838208458184064;0.8372315502203977;1.259664942243357
43;0.7842976205890934;0.8372968153976506;1.2581755774619519
44;0.7842446105846475;0.837396789404492;1.2580806669162474
461k;0.7842181287132923;0.8375416854418388;1.2578030708026924
48;0.7846403506959089;0.8378955077088133;1.2557746066374988
483;0.7846138074015754;0.837850481644415;1.2559568389842444
4mi;0.784587279514574;0.8379950216461122;1.2556816133983197
50;0.7848962308434311;0.8382480248672858;1.2542177787174051
500;0.7848696650574716;0.8382029721729536;1.254399481270826
504;0.7851460990606142;0.8381129508101309;1.2538528868593934
51;0.7854224566691161;0.8380230413074429;1.253307383716146
52;0.7853423936125143;0.8382661883568557;1.2529442428546063
54;0.7852890954370286;0.838554165320689;1.2524007808782252
57;0.7855116068610548;0.8385629297860981;1.2517685282380338
58076;0.7854849356513905;0.8385179213690143;1.2519494091284609
5m;0.7854849356513905;0.8385179213690143;1.2519494091284609
5pbwn9ch;0.7854849356513905;0.8385179213690143;1.2519494091284609
645;0.7854582798514035;0.8384729408539108;1.2521302573069086
64907;0.7854316394477333;0.8384279882148049;1.252311072785206
65;0.7853784047759789;0.8385267106284627;1.252221012019272
658;0.7853518104812514;0.8386703371996252;1.2519504374164934
666;0.7853252315295536;0.8386253577321723;1.252131056941955
6xmpj;0.7853252315295536;0.8386253577321723;1.252131056941955
70;0.7854142194707521;0.8389741898893049;1.2510533356499243
700;0.7853611705852;0.8388842635182412;1.251413501330029
726;0.785334669027365;0.8390274581916438;1.251144408659957
747;0.7853081827085991;0.8389824956599385;1.251324378065644
77055;0.7852817116157526;0.8391256288456119;1.2510554866156824
78;0.7852023895614576;0.8395549055210172;1.2502504043594849
80;0.7853129186456201;0.8394647362366491;1.2501621867953108
81;0.7855602335975381;0.8393296907380268;1.249806639354524
853;0.7855337411936583;0.8392847310496692;1.249986059826881
868que;0.7855337411936583;0.8392847310496692;1.249986059826881
87084;0.7856705494570908;0.8392397990574412;1.2497188261141399
88;0.7856440348262463;0.8393825644228061;1.24945185535348
915;0.7857807869632115;0.8393376193488152;1.249185147147484
92;0.7857012221225896;0.8393904350138879;1.2492769314454937
94;0.7857848015726211;0.8396306355486042;1.2484787777226851
942;0.7857583033951051;0.8397731567488739;1.2482132483495298
97;0.7857053525239407;0.8398706199620536;1.2481267262393185
979;0.7856788998042566;0.8398256099661152;1.2483054412786647
99;0.7855996323528986;0.8398779912837202;1.248397510985728
a7;0.7857094705640121;0.8397880836836409;1.248310997826373
a7da4bf490684e729f8b945bdde62f76;0.7858456825100104;0.8397431712622696;1.248046188513877
aa12yowh;0.7858456825100104;0.8397431712622696;1.248046188513877
aaaaa;0.7858456825100104;0.8397431712622696;1.248046188513877
abaixo;0.7858192310889999;0.8396982863927712;1.2482245847323505
abandonará;0.7857927947702467;0.8396534290497558;1.2484029491312894
abc;0.7857663735408117;0.8396085992078642;1.2485812817220427
abcagora;0.7857399673877702;0.8395637968417686;1.2487595825159536
abençoe;0.7857135762982126;0.8395190219261721;1.2489378515243588
aberto;0.7856872002592437;0.8394742744358096;1.2491160887585888
abertos;0.7856608392579832;0.839429554345446;1.2492942942299683
aboabanku;0.7856608392579832;0.839429554345446;1.2492942942299683
abomina;0.7856344932815654;0.839571448634439;1.2490292989433192
abortar;0.7856081623171398;0.839526715662317;1.2492074091940348
aborto;0.7855029883228499;0.8395343941942933;1.2494765597107624
abortou;0.7854504910646083;0.8396313834990329;1.249389685225628
abram;0.7854504910646083;0.8396313834990329;1.249389685225628
abraçados;0.7854242648255289;0.8395867068868745;1.2495675104239272
abril;0.7853980534961601;0.839728299807465;1.2493029109245932
absoluta;0.7853456755156901;0.8400114255171706;1.2487744854769793
abstencao;0.7854811676912242;0.8399666559741846;1.2485106587568375
abstenha;0.7854549643084142;0.8401081487229174;1.2482470888592112
abstenção;0.7855904014319367;0.8400633664862709;1.2479837754001337
abstenções;0.7855117705356947;0.8399291836739802;1.2485159261887453
abster;0.7854855899751128;0.8398845106189976;1.2486932468736676
abstém;0.7854594242625164;0.839839864796931;1.248870536121539
absurdo;0.7854071373307491;0.8397506547518208;1.2492250203507032
abusador;0.7854071373307491;0.8397506547518208;1.2492250203507032
abusar;0.7853810160863476;0.8397060904789907;1.2494022153542677
acaba;0.7860373538054308;0.8402019900831302;1.246440502755881
acabam;0.7861719523654295;0.8401574730317084;1.2461802440624514
acabando;0.7861719523654295;0.8401574730317084;1.2461802440624514
acabar;0.7862540060764839;0.84039388185164;1.245400972054299
acabei;0.7862277649313553;0.8403493398798126;1.245576889021944
acabou;0.7863097085320718;0.8405854872612525;1.2447996798592942
acabousonaro;0.7863097085320718;0.8405854872612525;1.2447996798592942
acaso;0.7862834756365028;0.8407257889100269;1.244541108132838
acata;0.7864178029924707;0.840681182782807;1.2442827847911917
aceita;0.7863128748888975;0.840687651046567;1.244551163810268
aceitam;0.786260499383211;0.84078317936601;1.2444685131192708
aceitamos;0.7862343337232859;0.8409232255814899;1.2442106866800509
aceitar;0.7862081827753983;0.8408786365583045;1.24438595615732
aceito;0.7861559249660953;0.8407895393338285;1.2447364029806018
aceitomas;0.7861559249660953;0.8407895393338285;1.2447364029806018
acertou;0.7862898744673337;0.8407450310836316;1.2444786394505836
acessibilidade;0.7862637317058062;0.8408849010048332;1.2442211227824052
acesso;0.7862114902154139;0.8409801917688956;1.2441388460512708
acha;0.7861071830193165;0.8409863488100247;1.2444063739044267
achar;0.7860811427701884;0.8409418576397963;1.2445811837991119
achei;0.7860811427701884;0.8409418576397963;1.2445811837991119
acho;0.7859252073487423;0.8412269841752623;1.2443343657886572
acima;0.7857439432542607;0.841650742991621;1.2438324023564735
acm;0.7857439432542607;0.841650742991621;1.2438324023564735
acolham;0.7857181062279951;0.8416061673651839;1.244006572869846
acolhe;0.7856922836264663;0.8415616185399225;1.2441807130531333
acompanhe;0.7856664754375886;0.8417007877002614;1.243924855337651
acompanho;0.7856406816492907;0.8416562269266357;1.2440989045940298
acontece;0.7854348483196221;0.842217487368854;1.2433440178933775
acontecendo;0.7853835331520531;0.8423117004723365;1.2432629402290802
acontecer;0.7853322750592071;0.8424058439852423;1.2431819535102318
aconteceu;0.7852554947267754;0.8428221348397936;1.2424198319841784
acorda;0.7852554947267754;0.8428221348397936;1.2424198319841784
acordabrasil;0.7852554947267754;0.8428221348397936;1.2424198319841784
acordem;0.7852554947267754;0.8428221348397936;1.2424198319841784
acordo;0.7854180451736412;0.8431036293636409;1.2413273939808978
acordos;0.7853669026567133;0.8431973224938244;1.24124784598313
acordou;0.7853669026567133;0.8431973224938244;1.24124784598313
acre;0.7850866298330443;0.8432539230715879;1.2418723236172737
acredita;0.7849091603081728;0.8434890312409171;1.241805830965381
acreditam;0.7848838634720194;0.8436269527637894;1.2415542949975649
acreditando;0.784858580589399;0.8435821745598844;1.2417263676126327
acreditar;0.7847575883634399;0.8439508455022361;1.2411448641237766
acreditaram;0.7847323750754907;0.8440886150140612;1.2408941530809294
acreditava;0.7847323750754907;0.8440886150140612;1.2408941530809294
acredito;0.7847071756719661;0.8440437383048692;1.2410659301147626
acreditoooooo;0.7847071756719661;0.8440437383048692;1.2410659301147626
acusam;0.7846819901413923;0.8441814508989038;1.2408153950742498
acústica;0.7846819901413923;0.8441814508989038;1.2408153950742498
adaptar;0.7846568184723086;0.8443191445307907;1.2405650947329179
aderir;0.7846316606532666;0.8442742187213047;1.240736724356612
adesão;0.7846065166728307;0.8444118554980687;1.2404865994837488
adia;0.7846874263236704;0.8442771248758929;1.2405796442076693
adianta;0.7847933939517897;0.8441874379728113;1.2405012344867739
adiantado;0.7849244813217094;0.844142634503223;1.24025163460626
admirava;0.7848992894781943;0.8440978576565328;1.2404229114757375
admitiu;0.7848489472867316;0.8441904228915094;1.2403446750305671
adoeceram;0.7848237969159907;0.8441456615186116;1.240515834637318
adora;0.7849849080153549;0.8442410794865876;1.2398617540792212
adorador;0.7849849080153549;0.8442410794865876;1.2398617540792212
adorando;0.784959758135092;0.844196375574942;1.2400325920398314
adorá;0.784909499704885;0.8441070472141321;1.2403741804291477
adotar;0.7848592963062914;0.8441993433725054;1.240296199730238
adotaria;0.7848342152155916;0.8441547078165812;1.2404668627565076
adoção;0.7848091478489102;0.8442915722525712;1.2402183049189894
advento;0.7847840941949783;0.8444284179592507;1.239969978332261
adverso;0.7849145828752703;0.8443837339282578;1.2397218826661036
adversário;0.7848644485869877;0.8446572943184195;1.2392263827778347
adversários;0.7848394019936139;0.8447940464553847;1.2389789778984897
afagando;0.7848143690857692;0.8449307798937601;1.238731802625246
afavorita;0.7848143690857692;0.8449307798937601;1.238731802625246
afazenda;0.7848143690857692;0.8449307798937601;1.238731802625246
afazenda14;0.7848143690857692;0.8449307798937601;1.238731802625246
affirmer;0.784789349852232;0.8450674946386582;1.2384848566310795
afinal;0.7847643442817934;0.8452041906951899;1.2382381395896016
afirma;0.7846947869990232;0.8457072763076271;1.2372718353412078
afirmando;0.7846449667793101;0.8456173785565056;1.237611163474766
afirmou;0.7846200770122225;0.8457537390939776;1.2373657521083106
agencia_tatu;0.7846200770122225;0.8457537390939776;1.2373657521083106
agir;0.7845703381082005;0.8460264043990069;1.2368756087330488
agora;0.7840392801767989;0.846846963093966;1.2364265491756745
agosto;0.7839658545779734;0.8470725082735739;1.2361097942975758
agr;0.7837529131523019;0.8467591398354541;1.2373953030166998
agrada;0.783728614892164;0.8467144167066267;1.237562709060449
agradece;0.7837043296698427;0.8466697196630328;1.2377300870841055
agride;0.7836800574748402;0.8466250486818124;1.2378974370970472
agro;0.7836557982966695;0.8465804037401329;1.238064759108648
agroanet;0.7836557982966695;0.8465804037401329;1.238064759108648
agrícola;0.7836315521248556;0.8467149660763381;1.2378224515404173
aguarda;0.7835588915429671;0.8467601536932424;1.2379147010090723
aguardam;0.7835346972920496;0.8468946074749578;1.2376727227717779
aguardar;0.7835105159952799;0.8468499320482473;1.2378397931923486
aguardemos;0.7835105159952799;0.8468499320482473;1.2378397931923486
ah;0.783541593298574;0.84662694456197;1.2382657589559505
ai;0.7828487140728043;0.8506565267965513;1.2310121206167617
ain;0.7826629847837138;0.8511029286398265;1.2305100907838689
ainda;0.7824492136462785;0.8515923071464075;1.2299888397631213
ajuda;0.7823610004646098;0.8515885503548899;1.2302319499348267
ajudar;0.7823389744110167;0.8515457428367391;1.2303859026716406
ajude;0.7823389744110167;0.8515457428367391;1.2303859026716406
ajudou;0.7823169592379943;0.8516704077998127;1.2301670054167597
aki;0.7822949549374765;0.8516275923801389;1.230320887082063
al;0.7814212906891078;0.8561095161055395;1.2227803359397467
alcance;0.7814212906891078;0.8561095161055395;1.2227803359397467
alcança;0.7814011209683432;0.8562254514137676;1.2225817749124341
alcançou;0.781380960468596;0.8561843931882952;1.2227239516383437
alckmin;0.7813608091835397;0.8563002881875557;1.222525502478075
aldear;0.7813406671068539;0.8562592238200073;1.2226676185871752
ale;0.7808400895412859;0.8572689574919833;1.2217985882785367
alega;0.7808201846826471;0.8572278146698132;1.221939921046774
alegre;0.7808201846826471;0.8572278146698132;1.221939921046774
alem;0.7808201846826471;0.8572278146698132;1.221939921046774
alesp;0.7808201846826471;0.8572278146698132;1.221939921046774
alexandre;0.780800288863897;0.857343148272386;1.2217430253446908
alfabetizada;0.7807804020788747;0.8574584685746531;1.2215462796105647
algo;0.7806811034444446;0.8577218602652237;1.2212391473260602
algoritmo;0.7806612707327258;0.8576806465987847;1.2213802208961608
algoritmos;0.780641447011766;0.8576394536155798;1.2215212745673165
algum;0.7806111397354011;0.8576227199930895;1.2216371757360938
alguma;0.7806401939430743;0.8575733072596797;1.2216673569183039
algumas;0.780688952116625;0.8574092477407556;1.2218933292925824
alguns;0.7806297000789026;0.8572864182707095;1.222315003344793
alguém;0.7805508220978128;0.8577450286892038;1.2215320206980378
alheia;0.780491756952899;0.8579331951267508;1.221281699680732
alheias;0.7804524245474875;0.8581623164474919;1.2208916084204375
alia;0.7801390367843605;0.8587484402612499;1.2204555329124454
aliado;0.7801195247815614;0.8588626672303614;1.2202615677801283
aliança;0.7800805270396061;0.8587803611024915;1.2205408973908831
alianças;0.7800610412886613;0.8587392387602727;1.2206805329423214
aliar;0.7800220959974056;0.8588122465382771;1.2206261738320894
alienados;0.7800026364453378;0.8589263431782548;1.2204323445135408
alimentado;0.7799831856144808;0.8588852096759345;1.220571863174388
alinhados;0.7800903610071133;0.8588440966274961;1.2203781406154761
alma;0.7800514395590061;0.8587619318311317;1.2206570417468334
alphaville;0.7800514395590061;0.8587619318311317;1.2206570417468334
alrocha;0.7800319919080835;0.8587208800526772;1.2207964631482444
alto;0.780061291692732;0.8586707265471157;1.2208271358809182
aluno;0.7800418646268684;0.8587845634190014;1.2206336165177292
alvo;0.7800030365539271;0.8588573596317839;1.2205794308470672
alvos;0.7799836355351937;0.8589711446919283;1.2203861629037602
always;0.7799836355351937;0.8589711446919283;1.2203861629037602
alziras;0.7799836355351937;0.8589711446919283;1.2203861629037602
além;0.7799642431871892;0.8589301114542209;1.2205252933387674
alô;0.7799448595040989;0.8590438576864996;1.220332131541164
amando;0.7799061181094268;0.8591165263579986;1.2202781481641
amanhã;0.7798867603862408;0.859230220860992;1.2200852369596389
amarelo;0.7798674113047607;0.8591891507471312;1.2202242127085943
amarga;0.7799548115328325;0.859107071565555;1.2201703251107858
amargam;0.7799354569351231;0.8590660624675314;1.2203092236456294
amargosa;0.7799354569351231;0.8590660624675314;1.2203092236456294
amazon;0.7800227947076563;0.8589841051813581;1.2202553259874696
amazonas;0.7800227947076563;0.8589841051813581;1.2202553259874696
amazonico;0.7801294670636164;0.8589431569629906;1.2200626932333853
ambas;0.7801100842171694;0.85890222900765;1.2202014761078013
ambiental;0.780090710012657;0.8590157041850766;1.2200089488266388
ambiente;0.780158557549575;0.8592016309853591;1.2194322293648672
ambos;0.7801004703606882;0.8595418248991692;1.2188568000251734
ameaças;0.7800811252060464;0.859655197157099;1.2186652761746781
amer;0.7801682339232573;0.8595730824527642;1.2186123129005475
amiga;0.7801295413440223;0.8596453378911432;1.2185593963929715
amigo;0.779994388029692;0.8598207927128018;1.2185390961077907
amigos;0.7799173460879667;0.8598108208307893;1.2187624756056432
amistosa;0.7798981069686002;0.8597698278107961;1.2189005304136211
amizade;0.7798788763842783;0.8597288549979414;1.2190385661651
amnésia;0.779859654329319;0.8596879023772529;1.2191765828653398
amo;0.7791757752426101;0.8609040238340914;1.2183787056127802
amor;0.7791192100517591;0.8612399512769234;1.2178129042580423
amp;0.7793915665312208;0.862885504283461;1.2136255201554655
amzn;0.779372799607783;0.8628443448845003;1.213760810692099
amém;0.779372799607783;0.8628443448845003;1.213760810692099
américa;0.779372799607783;0.8628443448845003;1.213760810692099
ana;0.7788353777841631;0.8629440345256478;1.2149530244451046
analfabetos;0.7788168988520106;0.8630543915306708;1.214769130516159
analisa;0.7787984278930914;0.863164736358369;1.2145853690792536
analisando;0.7787984278930914;0.863164736358369;1.2145853690792536
analise;0.778779964902243;0.8631238490176595;1.2147195522394685
analisou;0.7787615098743077;0.8630829813854198;1.2148537173969782
analistas;0.7787615098743077;0.8630829813854198;1.2148537173969782
anapaulavolei;0.7787615098743077;0.8630829813854198;1.2148537173969782
anarquista;0.7787430628041317;0.8630421334473696;1.2149878645566132
anda;0.7784306751760476;0.8637062107793662;1.2144089279779775
andas;0.7784123704693372;0.8636653216290154;1.214542591013664
andre;0.7783757846328977;0.8637343603533619;1.2144933266541535
andreiasadi;0.7783757846328977;0.8637343603533619;1.2144933266541535
animais;0.7783575034930421;0.8638442565016126;1.2143105482664887
anjos;0.7783575034930421;0.8638442565016126;1.2143105482664887
ano;0.7775671538372149;0.866318828544931;1.2112128147610104
anos;0.7771221504666621;0.867686596911845;1.2095445826204663
anotem;0.7771221504666621;0.867686596911845;1.2095445826204663
antenacultural;0.777104447951695;0.8676452227028054;1.2096758248281487
antes;0.7769933900166609;0.867856266230778;1.2095299542956754
anti;0.7767472970930047;0.8684730676462993;1.2089016084940398
anticristo;0.7767122589059875;0.8685396571033119;1.208855967151008
antiga;0.7766947508303871;0.8684982689605533;1.208986438806226
antigo;0.7766597566919018;0.8685648160063617;1.2089407842129682
antigos;0.7766422706197877;0.8686727199719372;1.2087647978130165
anular;0.776624791872947;0.8686313244041536;1.2088951674110109
anularei;0.7766073204467745;0.8685899484070956;1.2090255200149889
anuncia;0.7791229375840155;0.8677608707295359;1.20423150307269
anunciada;0.7792229125903471;0.8677199873661152;1.2040590075068867
anunciar;0.7797863834585809;0.8675413208223423;1.2029839184616584
anunciaram;0.7797683101005163;0.8675005677047231;1.2031129590451008
anunciarem;0.7798681553404774;0.8674598336775478;1.2029413447192736
anunciou;0.7804488122501108;0.8673226159291845;1.201743340188615
anvisa;0.7804488122501108;0.8673226159291845;1.201743340188615
análise;0.780394241987335;0.8673481170603239;1.2018300994135755
anúncio;0.7804575559073117;0.867226348845888;1.2019167768733106
ao;0.780521657720502;0.8685644134579567;1.1990460689628337
aonde;0.7805038751788149;0.8685244093869792;1.1991716261228957
aos;0.7802556779303633;0.8685416922131336;1.1997643771059374
apaga;0.7802380035462008;0.8686457450720797;1.1995991641144887
apagou;0.7802380035462008;0.8686457450720797;1.1995991641144887
aparece;0.7801673777195398;0.8686300411335587;1.1998096009772483
aparecer;0.7801321077710904;0.8685503014064582;1.2000598825453175
aparentemente;0.7801144835228326;0.8686542245034601;1.1998947328425573
aparência;0.780096866419418;0.8687581368015739;1.1997296930054193
apelar;0.7800792564565;0.8688620383030442;1.199564762922063
apelo;0.7800792564565;0.8688620383030442;1.199564762922063
apenas;0.7800178413036524;0.8690378470236095;1.1993659356913975
apertar;0.7800002837883964;0.8691415653247967;1.1992015059889478
aperte;0.7799827333732978;0.8691016591606996;1.1993262642699405
apesar;0.7799827333732978;0.8691016591606996;1.1993262642699405
aplaudida;0.7799651900540484;0.8690617711363252;1.199451006988246
aplicativo;0.7799476538263426;0.8691654356779616;1.1992866241035456
apocalipse;0.7799301246858787;0.8691255442926931;1.199411320157077
apoia;0.7819700260307106;0.8682663149431394;1.1960046346767592
apoiado;0.7821324454875912;0.8685818542486972;1.1949668549903407
apoiador;0.7823121587154018;0.8687944491886486;1.1940940728512188
apoiadores;0.7825092037582713;0.8690456899455685;1.1931031320890322
apoiam;0.7825510276146744;0.8690300097566213;1.1930304459049916
apoiando;0.7825332174166061;0.8689908339226168;1.1931526878218972
apoiar;0.784015218945049;0.868112428672389;1.1912322425433943
apoiarem;0.7839972014008921;0.8680737592169522;1.1913535796787735
apoiará;0.7847182616996912;0.8678274373539411;1.190068387018913
apoiava;0.7847001223255051;0.8679283608035903;1.1899126075509916
apoiei;0.7846819901413923;0.8678898214237671;1.1900336216492817
apoio;0.7904154942362459;0.866010496145327;1.1798958745698267
apoiopdt;0.7904154942362459;0.866010496145327;1.1798958745698267
apoios;0.7903964656275929;0.86610927621159;1.1797478119270337
apoiou;0.7903774444684837;0.8660719826066411;1.1798658826515347
aponta;0.7903584307545408;0.8661707334090716;1.1797178839527824
aposentado;0.7903394244813908;0.866269474460744;1.1795699769990373
aposta;0.7904134878568191;0.8661948576216539;1.1795401349236152
aposto;0.7904134878568191;0.8661948576216539;1.1795401349236152
apostólica;0.7903944791342197;0.8661575733772927;1.179658094227792
apoyo;0.7903754778457561;0.8662562462275379;1.179510314852447
app;0.7903374975537861;0.8661816871068994;1.1797461361010344
apparence;0.7903374975537861;0.8661816871068994;1.1797461361010344
aprender;0.7902805827628702;0.8662057776457114;1.1798341027157264
aprenderam;0.7902426766162011;0.8662670910910829;1.1798042016012393
aprendeu;0.7902237346440194;0.8662298450271743;1.1799219941686647
aprendizado;0.7902048000668233;0.8663283720482895;1.1797743225064075
apresenta;0.7901669530800582;0.8665253969725796;1.1794792530853984
apresentados;0.7901480406618336;0.8666238948795787;1.1793318551541445
aprizion;0.7901480406618336;0.8666238948795787;1.1793318551541445
aprobación;0.7901291356212823;0.8667223830856957;1.1791845482942407
aprovados;0.7901102379540847;0.8666850560666071;1.1793021884331916
aprovação;0.7901102379540847;0.8666850560666071;1.1793021884331916
